Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
Ocean Beach,exact,P,39.27762,-74.5746,3,25.545076097079097
Petrozavoskaya Bay,Bay,A,3.0,43.5,17,55.59746332227936
Irondequoit Bay,exact,H,43.20684,-77.52841,3,32.678735864228436
Aruba,exact,A,12.5,-69.96667,3,50.66129798806349
Protected Landscape/Seascape Area,Area,P,44.83141,9.41722,22,37.42808587045686
Nujiang River (YNR) Basin,Nujiang,P,30.08333,97.33333,15,49.01729733710446
Subantarctic Zone,fuzzy,U,-51.0,177.91667,20,62.70603801864907
Bohai gulf,Bohai,P,28.03548,119.79378,9,59.12466439047355
Pearl River Estuary,Pearl,P,39.45977,-90.62596,3,11.699565715657737
Otranto,exact,P,40.14789,18.48682,22,39.168785248392574
Dolat abad,fuzzy,L,31.90218,54.35346,25,46.81990655255324
South-East Baltic,fuzzy,T,-39.30824,175.53021,13,21.48013939323776
Juhu creek,fuzzy,H,4.72032,-7.93276,5,53.85922264492017
Jiang Xi,exact,A,27.66667,115.66667,9,24.764742780629735
Vipacco River,exact,H,45.9,13.55,22,44.64714324560814
Qara-Sou river,Karasu Çayı,H,36.25229,36.2056,22,38.122970566445325
Gorges,exact,P,47.10112,-1.30267,3,46.782900322665384
Poa,exact,P,-23.52806,-46.34472,7,16.137104821148405
Southeastern Region,exact,L,38.10898,41.32862,15,45.9792154739124
Mulan River Catchment,Mūlān,P,39.0783,47.1846,3,54.18037827019133
Protection Island,exact,L,48.12716,-122.92958,9,52.22953935743991
Kuroshio intrusion,Kuroshio,P,33.35,129.7,9,24.95397191692318
Alue Riyeung Beach,Alue,T,4.2126,32.32677,17,37.28500169139339
U.K.,exact,P,41.71707,82.93064,3,43.17969482191004
Modera,exact,T,6.1563,81.1774,17,52.26584645994444
Tripoli,exact,P,34.43352,35.84415,22,32.40443137252501
Nile Delta,exact,T,30.85,31.2,26,48.35063546853035
Miri coast,Miri,P,4.39928,113.99163,11,55.64077775754201
Bahia Blanca,exact,P,-38.7176,-62.26545,7,31.63536449678627
Mirny,exact,A,62.76152,40.33904,3,30.22133109581176
Firth Forth estuary,Firth,P,43.30519,-112.18303,9,33.54058595753119
Pacific sea turtles,Pacific,P,38.482,-90.74152,3,21.11526186631393
Australian Exclusive Economic Zone,Australia,A,-25.0,135.0,13,74.96446417984086
St. Vincent Grenadines,exact,A,13.08333,-61.2,2,56.57366221148131
Ottawa River,exact,L,45.74181,-76.76612,3,33.93073710878387
Muara Angke Wildlife Reserve,Muara,P,-6.25361,107.70611,11,35.62843278175427
Vai-Quem-Quer,exact,T,-4.97917,-52.8925,5,68.77992250645353
Iseo,exact,P,45.65883,10.05024,22,39.20673479127406
Al-Jubail,exact,P,27.0174,49.62251,25,55.012045140576234
Pasar Island,fuzzy,T,13.7,-15.08333,3,50.224451106297174
Ras Gharib,exact,P,28.35831,33.07829,26,44.144362829959505
Strait Hormuz,exact,H,26.56667,56.25,15,25.952173931606573
Slovakia,exact,A,48.66667,19.5,3,18.532858423848918
Central America's,exact,S,41.3232,-74.1233,3,37.05868817640578
Chandpur,exact,P,29.13489,78.27187,15,46.232316487724475
Dugesia japonica,Japan,A,35.68536,139.75309,9,30.798089204066336
Lake Huron,exact,H,44.64083,-81.76806,3,26.38386392588517
Estonia,exact,A,59.0,26.0,24,62.44275021766549
Polar Regions,exact,L,85.0,50.0,21,55.787232865011575
Pramuka Island,exact,T,-5.7466,106.61369,11,30.169060985966976
Costa Rica,exact,A,10.0,-84.0,9,78.00165893314876
Hørsholm,exact,P,55.88098,12.50111,24,42.363100277997006
Archipelago Sea,exact,H,60.20209,20.96433,24,41.82904225163741
Mexican Caribbean,exact,H,15.00028,-75.00028,2,77.2113226058528
Nipah Beach,Nipah,P,3.75283,125.5813,10,29.525602309741437
South Korea,exact,A,36.5,127.75,9,22.34619489030818
Delaware River,exact,L,41.12982,-74.94295,3,55.34319982894818
Meycauayan,exact,P,14.73694,120.96083,9,56.148221394052285
Ionian Seas,fuzzy,H,39.0,19.0,22,70.31861610515965
Seddulbahir,exact,P,40.04307,26.1891,22,57.24695078278924
SML,exact,A,29.46376,77.2658,15,23.02509275782712
Hudson Bay,exact,A,52.84524,-102.36766,3,39.41230179475945
River Yongfeng,River,S,37.8587,-82.72932,3,44.70055596374151
Yamauchi,exact,P,35.35232,140.22413,9,29.907645206111336
Mediterranean,exact,L,35.78,19.33,22,34.718384990058425
World Ocean,exact,L,0.0,-150.0,10,175.81260775533102
Moroccan Mediterranean Sea,Mediterranean Sea,H,35.0,20.0,22,71.78085647499321
Zhengmingsi Beach,Zhonglingsi,P,41.4278,124.70887,9,19.166797440383274
CP,exact,P,-4.75169,-80.29905,11,35.76711428025515
Internal Area,Internat,P,55.3632,50.6922,3,19.453263837743837
Kota Kinabalu city,Kota,P,25.18254,75.83907,15,49.06300198429133
Saharan Debris Flow,Saharan,L,30.15176,77.62655,15,40.58280573089436
Sassolo,exact,H,46.47629,8.59334,22,7.616776704461618
NW Mediterranean Basin,Now,P,34.3808,63.32949,15,20.49826675903946
West Wind Drift,West,L,51.52604,-131.16073,8,23.65557562248955
Southeast Bering Sea,Southeast,L,10.75053,106.7505,9,39.05808720184786
Asa,exact,L,30.0,-8.41,3,56.265537993544484
Vologda,exact,P,59.2239,39.88398,3,37.62950601509744
Yamaguchi Prefecture,exact,A,34.2,131.56667,9,33.915315452003945
Portoč Bay,fuzzy,H,37.40876,-76.66162,3,17.50592077121087
Golapganj,exact,A,25.44065,89.04616,15,46.03540764422346
Humboldt Current,exact,H,-15.0,-75.0,13,77.25460981329987
Giglio,exact,P,42.35791,10.90724,22,36.970168586479794
Straits,exact,S,-10.565,150.69,11,21.992650928298755
Moreton Bay,exact,A,-27.10731,152.92937,13,60.88079236154323
Shaoxing city,exact,P,30.00237,120.57864,9,55.847114381661704
Alpine,exact,P,40.45328,-111.77799,9,24.080199483238594
Samyarpettai,fuzzy,P,12.90639,79.60492,15,46.59965283860409
Vellayani Lake,exact,H,8.43435,76.99167,17,54.5658144636919
Hauraki Gulf,exact,L,-36.33333,175.08333,13,41.636037019802046
Marlin,exact,P,40.67842,-76.24522,3,29.265070577036
SAB,exact,T,44.6581,38.6921,23,23.24954583736415
Reunion Island,exact,T,-21.11429,55.54756,18,43.17106157929151
Central Kalimantan,exact,A,-2.0,113.5,11,55.59746332227936
Taghazout,exact,L,35.11389,0.32417,22,115.01073874472708
Hauraki,exact,A,-37.33333,175.5,13,18.532858423848918
Geneva,exact,P,46.20222,6.14569,22,42.84697659440902
Sinjai,exact,P,-5.1241,120.253,11,49.94950800111438
Southern Baltic Sea,Southern,A,22.24112,114.20769,9,41.61822993028381
Black Sea’s,fuzzy,T,49.03961,-125.26809,9,53.88725615420168
Siraf,exact,A,46.45172,15.63285,22,11.502683663786867
Puerto Madryn,exact,P,-42.76848,-65.03827,7,48.14504567487708
Benin,exact,A,9.5,2.25,5,27.417488185903665
Netanya,exact,P,32.33291,34.85992,22,38.55668792320432
Gursuzan,fuzzy,P,37.44861,41.84917,15,31.33863849341191
Sea Hebrides,exact,H,57.11667,-6.91667,3,49.42712480136509
Tropics,exact,S,25.7884,-80.1303,3,49.008136684510994
River Ganga,exact,H,12.19222,4.40846,3,35.6387952765411
Barucca,fuzzy,P,44.86776,8.931,22,53.22873554403357
San Blas,exact,P,40.43893,-3.61537,22,11.889413425287332
“Atlantic Basin,Bašin,P,44.29631,20.85283,22,36.038363410016274
West Indian Ocean,exact,U,-43.0,40.0,18,68.78173352483853
Córdoba,exact,P,-31.4135,-64.18105,7,31.74554534785563
Gudong,exact,P,36.95685,128.32845,9,53.05014002030021
Brebes Regency,exact,A,-7.05,108.9,11,66.71078835095102
Palabuhan Ratu,exact,H,-7.05,106.45,11,50.34071973601046
East Java Province,East,A,65.0,-15.0,3,60.27283649520755
Lake Wulangsuhai,Lake County,A,-44.83281,168.50304,13,37.00756443452206
Rumahtiga,exact,P,-3.6609,128.18996,11,38.781159246367935
Jayapura,exact,P,-2.53371,140.71813,11,24.519756132217267
São Tomé Island,exact,A,0.25,6.6,4,139.43760764475994
Fernando de Noronha Archipelago,Fernando,L,22.21667,-80.4,3,33.14072148759972
Brienz,exact,P,46.7545,8.03847,22,45.19876102434446
Halifax Regional Municipality,exact,A,44.86685,-63.71541,3,44.20410271898967
Santa Cruz Channel,exact,H,33.99247,-119.93229,9,67.79519507245273
Balu Rivers,fuzzy,H,23.72264,90.49942,15,24.75650899688569
Redang,exact,S,5.76528,103.007,11,62.018529037989815
Texas,exact,A,31.25044,-99.25061,3,36.47741316050814
Rio Grande,exact,L,26.22,-98.12,3,49.018152652254685
Thermaic Gulf,exact,H,40.17468,22.90924,22,50.11670199176026
Reaches,exact,H,32.82156,-79.74591,3,42.52543255882916
Northwest Atlantic,exact,U,54.0,-48.0,2,64.39068499205007
Daya River,exact,H,19.99195,85.63348,15,56.45789239049973
Lihe River,fuzzy,H,34.00876,-81.06009,3,67.9585732445536
Penang,exact,A,5.37677,100.25848,17,30.04188997304857
Western Irish Sea Gyre,Western,A,19.30833,-81.375,2,25.02200550299133
Lamu,exact,P,-2.27169,40.90201,17,51.37364621036455
Koh Taen,exact,T,9.37258,99.94545,17,50.874296538065096
Archipelago,exact,T,24.68695,-78.01941,3,52.85121090281424
Palk Bay,exact,H,9.5,79.25,17,27.41748818590336
northeastern Atlantic,North Eastern Province,A,1.0,40.25,17,62.156855999778585
Gothenburg,exact,P,40.92945,-100.16068,3,55.66131921912795
Netravathi River,fuzzy,H,12.8375,74.83907,15,52.549986402528766
Gulf Izmit,exact,H,40.74235,29.65769,22,30.055459910131674
Red Hills Lake,exact,H,13.16383,80.17847,15,51.06431406466953
West Pacific Ocean,exact,H,7.113,171.254,10,50.87164537411996
North Korea,exact,A,40.0,127.0,9,69.94042916169451
Sturt River,exact,P,-35.06075,147.35424,19,50.60270646012027
Pacific Northwest,exact,L,45.99696,-118.49854,9,55.25954686371618
Paranaguá Estuarine System,Paranaguá,P,-25.51626,-48.52537,7,3.1227011458483784
Tone-unga Rivers,Tone Unga,H,35.93209,139.95594,9,63.26768178038407
Dakar,exact,P,14.6937,-17.44406,2,22.363791326874736
Quebec City,exact,P,46.81228,-71.21454,3,40.992784113890494
M'diq,exact,A,35.85743,-5.35858,3,41.74662060051397
Cangnan,exact,P,31.64394,118.01087,9,49.02455242801819
"Gulf Mexico,",exact,H,29.1869,-89.93674,3,54.80988395073831
Fethiye Inner Bay,Fethiye,A,36.65483,29.12682,22,37.507820004720536
Neelankarai,exact,P,12.9495,80.2592,15,56.39471595225574
Polar Frontal Zone,Polar,L,33.35939,75.90222,15,40.46799161818664
Chirchiq River,fuzzy,H,-9.77284,160.15513,10,48.47435926225032
Khulna City,fuzzy,S,28.25304,77.84363,15,43.408589232123845
Bay Fundy,exact,H,45.00015,-65.49883,3,55.58085954694589
Tanzania,exact,A,-6.0,35.0,17,78.39324014078453
Southeastern Brazilian Bight,South Easter,U,45.05016,-61.58184,3,50.428179497781684
Subarnarekha River,exact,H,21.56742,87.3595,15,16.352159700671237
Bosphorus,exact,H,41.10164,29.06097,23,57.50750101298591
Arenas Blancas,exact,P,9.46186,-73.45762,5,6.292092716326001
Kelantan River,exact,H,6.18837,102.2354,11,45.34127012559624
Samarinda City,Samarinda,P,-0.49167,117.14583,11,118.83427611992711
Baram River,exact,H,4.5848,113.97896,11,53.92149452958117
Tantui,exact,P,-3.66775,128.19906,11,38.25347930351584
American Samoa,exact,L,-14.23677,-169.45236,12,29.71627680943349
Haidian District,fuzzy,A,20.84332,106.73561,9,45.3673529554451
Xijin Wetland Park,Xijin,P,25.39395,118.8281,9,34.99050706693201
Shkorpilovtsi,exact,P,42.96311,27.87862,22,60.06744159851205
Westerscheldt,fuzzy,H,51.37092,3.86581,3,29.137668634806566
Gulf Corinth,exact,H,38.2,22.5,22,33.358477993367664
Balaban Stream,fuzzy,H,6.86889,125.15472,11,56.00542723060796
Port Phillip Bay,exact,H,-38.06107,144.85336,19,57.73572977064513
Waal,exact,P,53.0725,4.82361,3,52.17658216026587
La Poza,exact,H,17.8471,-94.65907,3,42.11476233293352
Central Mediterranean Sea,Central,L,55.75383,37.6224,3,29.251884154669053
Upputhanni Island,fuzzy,T,9.09033,78.49176,17,45.562198848921696
Yakutat,exact,A,59.66667,-139.13333,9,27.740971411128445
Ottawa,exact,P,45.41117,-75.69812,3,18.340225950576375
İskenderun Bay,exact,H,36.57982,35.83,22,30.788792203564476
La Cortadura,exact,P,22.1825,-98.01806,3,60.85427970795348
West India Coastal Current,West,L,51.52604,-131.16073,8,23.65557562248955
Long Island's,exact,P,40.74482,-73.94875,3,46.64230690024034
Menggatal,exact,P,6.0245,116.155,11,65.18985479342226
Pescadores,exact,L,-17.00915,-72.10159,13,69.0571171747121
Mata Village,exact,P,1.33611,103.975,11,55.857783797653916
East Coast,exact,L,37.02332,-77.36954,3,54.247216429097705
Zhengzhou,exact,P,34.75778,113.64861,9,31.725410139244865
Punta del Este,exact,P,-34.94747,-54.93382,7,63.62087438288113
Huatulco,exact,S,15.77532,-96.26257,9,39.7944235802392
Great Pacific,exact,U,20.0,-140.0,8,76.2353432132595
Torres Strait,exact,T,-10.5,142.25,11,27.333238609786132
Xisha Islands,exact,T,16.5,112.0,8,53.30793139737207
Dong River,exact,H,40.78705,-73.91764,3,47.54406984634284
Terceira Island,exact,T,38.72805,-27.21849,2,35.23146378077792
Currais,exact,A,-8.73985,-44.86466,5,48.15107055500669
Beibuwan,exact,P,22.76213,108.27044,9,37.47895147547777
Kofiau,exact,T,-1.18199,129.84721,11,52.34657607588482
Indonesia,exact,A,-5.0,120.0,11,78.46180953138773
Ocean City,exact,S,38.31206,-75.12407,3,38.85526205661414
Merrimack,exact,L,43.15504,-71.48828,3,38.36951490757805
NW Mediterranean Sea,Now,P,34.3808,63.32949,15,20.49826675903946
Paraná River,exact,H,-7.25,-72.4,11,29.90610513802693
Ehime,exact,A,33.61667,132.85,9,34.929929196819
Biscayne Bay,exact,L,25.56288,-80.27061,3,24.05479644414592
Lake Erie Garbage Patch,Lake County,A,-44.83333,168.5,13,37.06460489843053
Southeast coast,Southeast,L,10.75053,106.7505,9,39.05808720184786
Murmansk,exact,P,68.97398,33.09747,21,55.146835122143024
South Africa’s,fuzzy,A,-29.0,24.0,19,73.7843224078488
Marmara,exact,L,40.62794,27.68408,22,21.075585579920492
Galápagos Marine Reserve,Galápagos,A,-0.67015,-90.87341,10,101.18332689511209
Benešov nad,exact,P,48.7294,14.62737,3,27.172339445311398
Syariah Beach,Sīāreh,P,28.11667,60.25,15,49.15098334762166
Bering,exact,L,-0.22817,100.24985,17,144.12980574106538
Qikiqtarjuaq,exact,S,67.54587,-64.03304,21,20.495823329427218
Tanjung Jabung Barat District,Tanjung,P,-2.1709,115.4077,11,38.00393545641358
Bihar,exact,A,25.75,85.75,15,37.42992960896675
Dunga beach,fuzzy,S,27.75092,-15.58326,2,29.08179366696845
Ndarugo,fuzzy,P,-1.09151,37.04085,17,68.32601199491756
Coromandel Coast,exact,L,13.39938,80.34736,15,19.94171831313337
Mekong Delta,exact,L,10.01211,105.83224,9,65.30466723619905
Fraserganj,exact,T,21.61722,88.2675,15,27.34988056608985
Okavango Panhandle,Okavango,A,-18.41667,19.75,7,27.949227407909824
Lakes Baikal,fuzzy,H,54.0,109.0,9,64.39068499205007
Fayetteville,exact,P,35.05266,-78.87836,3,60.44762651000907
Dogger Bank,exact,T,-41.78,146.71001,19,35.692082288249786
Attica,exact,A,37.92037,23.9035,22,58.69234463289749
Weifang,exact,P,36.71,119.10194,9,42.51821138525461
Gulf Stream,exact,P,26.49368,-80.05504,3,44.28570254041662
Southeastern Brazil,South Easter,U,45.05016,-61.58184,3,50.428179497781684
Arauco Gulf,Arauco,P,-28.58071,-66.7925,7,29.948460393989105
Teluk Lada (,exact,H,-6.5081,105.7278,11,25.183286614945526
Rogue Rivers,exact,S,42.43107,-123.29416,9,18.542621419778627
Maanshan City,exact,A,31.52324,118.62014,9,11.678464235657104
Huangshui Rivers,Huangshui,P,29.05133,120.79827,9,57.67090428322267
Saujana,exact,P,20.69151,78.27063,15,31.99176320895665
FL,exact,L,30.23407,-81.7575,3,38.53173787596457
Olympic Coast,exact,T,47.87203,-123.66797,9,43.23643433284936
Cartagena Bay,exact,H,9.8142,122.3905,27,36.94190117682848
Marmara Sea,exact,H,40.72799,28.24974,22,32.99885043564974
Tabei,exact,P,42.15324,122.28619,9,42.37526142384272
West Java,exact,A,-6.75,107.5,11,27.798731661139634
Kenjeran,exact,A,-7.2175,112.76889,11,43.19773699094079
Chiapas,exact,A,16.5,-92.5,9,0.0
Peru Basin,exact,U,-15.0,-85.0,12,77.25460981329987
Melaka,exact,P,2.196,102.2405,11,44.42833114759357
Mabini coast,Mabini,P,17.09936,121.73454,9,51.03553740828405
Caspian Sea,exact,H,42.0,50.0,3,69.1715839385154
Hawaiian Islands National Wildlife Refuge,exact,L,25.00028,-168.00028,8,74.92244545051093
Corfu,exact,P,39.62441,19.92016,22,38.58299630164382
Trang Province,exact,A,7.50722,99.59811,17,10.845668220388818
Río de la Plata Estuary,Rio,P,27.21949,-80.23921,3,40.449953830041096
Kandakuliya,exact,A,8.20253,79.70874,17,40.267538452888125
Mary-land,exact,L,-67.0,96.0,20,59.60938546972451
Argentine Sea,exact,H,-46.0,-63.0,7,67.59553568997119
Canary Islands,exact,T,28.0,-15.5,2,55.597463322279445
Baohai Sea,Baohai,P,27.7011,106.557,9,23.055941254644672
Pará River,exact,H,5.74846,-55.12875,5,49.5079625870944
Meghna,exact,A,23.62365,90.69166,15,23.888327584668644
Portoferraio,exact,P,42.81233,10.31297,22,37.948162983560394
Vutia,exact,T,-17.8,178.23333,12,43.71745486892829
Puerto Princesa,exact,P,9.73917,118.73528,10,37.04862137155431
Guangdong Province，nine,Guangdong,A,23.5,113.25,9,25.493103709492807
Gulf Patti,Gulf Province,A,-7.7246,145.08545,11,52.06974232846808
Zhongxin,exact,P,33.78285,120.18118,9,43.13070505076986
Karamana river,fuzzy,H,25.51825,83.87935,15,38.12380974022511
Inner Oslofjord,Neemrana,P,27.99193,76.38543,15,55.85000473200284
Rizzi Amor,Rizzi,P,45.43703,11.78367,22,23.202607223678015
Yulong River,fuzzy,H,1.51667,-58.58333,5,9.4463127262514
Balikpapan City,Balikpapan,P,-1.26753,116.82887,11,44.77367742960996
Northeast Brazil,fuzzy,P,30.75908,-96.28141,3,35.5999183648897
Bali Strait,exact,H,-8.3,114.425,11,23.719979963213817
St. Joseph Bay,exact,H,28.08363,-82.79982,3,54.82056713336934
Santa Ana River,exact,L,33.62558,-117.95034,9,44.00140643349505
Phu Quoc Marine Protected Area,Phuoc Long Airport,S,11.30034,106.79277,9,38.875226570261475
DL,exact,P,-25.50972,-54.61111,7,11.203128099006147
Aligadda Beach,Aligadde,P,14.80052,74.12101,15,52.715942675779
Cape,exact,P,-33.92584,18.42322,7,47.88084544621662
Southeast Black Sea Region,Southeast,L,10.75053,106.7505,9,39.05808720184786
Lower Danube River Basin,Bulbogan,P,12.89931,121.45722,9,44.643087017485925
Sishili Bay,Sishili,P,41.03451,122.15078,9,59.42217946187243
QuanZhou,exact,L,24.88989,118.67943,9,46.99082842473856
Tallo river,fuzzy,H,43.91667,70.5,3,46.331590084988996
Corinaldesi,exact,P,43.6903,13.18104,22,33.279633172760434
Shallow Field Fluid Expulsion,Sharlow,P,38.1326,-81.63429,3,42.49977273043743
Torishima,exact,P,26.34754,126.74322,8,29.56305737307208
Bijianshan,fuzzy,T,40.80283,120.49045,9,33.682796211704556
Patras,exact,P,38.24444,21.73444,22,35.00310597435631
Sago River,exact,H,1.58333,127.78333,10,32.828248697243154
Johnsons’ Bay,exact,H,-41.47877,144.78796,18,24.10114012293226
Goban Spur,exact,U,49.41667,-12.0,2,37.30729466671013
Küçükçekmece Lagoon,Küçükçekmece,A,41.06947,28.76983,23,52.91610438955468
Banda Sea,exact,H,-5.5,126.0,10,55.34150201667253
Republic Marshall Islands,exact,A,7.113,171.236,10,51.95760204803948
Tampa,exact,P,27.94752,-82.45843,3,49.92989192783487
Majalaya,exact,P,-7.0485,107.7631,11,57.98830937055319
Eastern Red Sea,fuzzy,T,44.96685,-62.01528,3,64.50416210585112
Jasirah Leitimur,Ja‘īrah,P,14.88333,43.83333,26,55.69784605749131
Halifax Harbour,exact,H,44.63663,-63.55235,3,15.748382726479052
Lhasa,exact,P,29.65,91.1,15,42.125581906159354
Tuktoyaktuk,exact,A,69.4264,-132.99805,21,21.081311476231143
Yellow River Delta,Yellow,R,14.52744,121.14327,9,38.521736556264656
Izmit,exact,P,40.76499,29.92928,22,46.695576265766
Lake Simcoe,exact,S,44.4853,-79.5556,3,4.703351189622558
Maldives,exact,A,3.2,73.0,16,64.75572389913336
Delhi,exact,P,28.65195,77.23149,15,31.19228160540096
Cetacean Critical Habitats,Habitat,S,39.908,3.0841,22,57.65500536333109
Northwestern Hawaiian Islands,exact,T,26.39414,-169.3197,8,21.465593229092924
Celtic Sea,exact,H,50.0,-9.0,2,65.99179674080652
Yenisei River,exact,H,69.71811,84.73755,21,25.940214020835775
Arabian,exact,L,26.35058,50.16805,25,36.99525196293046
Haihe River,exact,H,38.98902,117.68788,9,56.76530513705387
Wellington,exact,P,-41.28664,174.77557,13,33.03431056660437
St. Martin/Maarten,exact,A,18.06667,-63.06667,2,66.44473422464205
Firth Forth,exact,S,56.00056,-3.38861,3,55.95986943599143
Finger Lakes,exact,L,42.8334,-76.99997,3,55.185324273181564
Bintan Regency,exact,A,0.95,104.61944,11,62.582030343485634
Rewalsar Lake,Rewalsar,A,31.60373,76.84932,15,35.05243058261827
Strait Gibraltar,exact,H,35.95,-5.6,3,50.84546220279703
Girgaon,exact,P,30.0368,80.17161,15,60.39375361153723
WAO,exact,P,7.68333,124.66667,11,27.44148197780455
Tone,exact,P,46.18815,6.19904,22,41.66685502873073
River Irwell,exact,H,-43.75,172.38333,13,29.342071564565504
Mississippi Sound,exact,H,30.26687,-88.51668,3,25.97220356687259
Cau Que,fuzzy,H,-8.01018,14.54355,5,54.67592870227368
Grosseto,exact,P,41.87097,8.96403,22,56.44799183226037
Cisadane rivers,fuzzy,H,-6.12861,106.405,11,42.610489585683204
Brisbane,exact,P,-27.46794,153.02809,13,46.688052440520494
Bear Island,exact,H,47.78083,-91.94415,3,45.63342149282435
Canary Archipelago,Canary,P,43.9279,-124.03539,8,60.483392461045085
Middle Eastern Gulfs Area,Middle,P,4.5272,-8.00455,5,55.00388567957267
Bahak,exact,P,24.13168,90.0973,15,57.813916054879414
Santa Catarina,exact,A,-27.0,-50.0,7,74.39142990977979
