,Title,DOI,Author
4919,"Microplastics Dissemination from Fish Mugil dussumieri and Mangrove Water of Muara Teluknaga, Tangerang, Banten",10.1088/1742-6596/1282/1/012104,Rahmawati N.
4920,White and wonderful? Microplastics prevail in snow from the Alps to the Arctic,10.1126/sciadv.aax1157,Bergmann M.
4921,Riverine plastic emission from Jakarta into the ocean,10.1088/1748-9326/ab30e8,Van Emmerik T.
4922,Microplastic ingestion in deep-sea fish from the South China Sea,10.1016/j.scitotenv.2019.04.380,Zhu L.
4923,Small-sized microplastics negatively affect rotifers: changes in the key life-history traits and rotifer- phaeocystis population dynamics,10.1021/acs.est.9b02893,Sun Y.
4924,Clinical Pathology of Plastic Ingestion in Marine Birds and Relationships with Blood Chemistry,10.1021/acs.est.9b02098,Lavers J.L.
4925,Raman tweezers for small microplastics and nanoplastics identification in seawater,10.1021/acs.est.9b03105,Gillibert R.
4926,Effects of Leachates from UV-Weathered Microplastic in Cell-Based Bioassays,10.1021/acs.est.9b02400,Rummel C.D.
4927,Selective Ingestion and Egestion of Plastic Particles by the Blue Mussel (Mytilus edulis) and Eastern Oyster (Crassostrea virginica): Implications for Using Bivalves as Bioindicators of Microplastic Pollution,10.1021/acs.est.9b02073,Ward J.E.
4928,Effect-Directed Analysis of Ah Receptor-Mediated Potencies in Microplastics Deployed in a Remote Tropical Marine Environment,10.3389/fenvs.2019.00120,Schönlau C.
4929,Marine Plastic Pollution in Asia: All Hands on Deck!,10.1163/24686042-12340034,Garcia B.
4930,Research on all-fiber deep sea pressure sensor,10.1109/ICOCN.2019.8934432,Cao L.
4931,Microfiber coupler with a Sagnac loop for water pollution detection,10.1109/ICOCN.2019.8933976,Zu L.
4932,Temperature and Salinity Sensing Experiment Based on Microfiber Coupler Combined SAGNAC Loop,10.1109/ICOCN.2019.8933978,Cao L.
4933,Highly sensitive chloride ion concentration measurement based on a multitaper modulated fiber,10.1117/1.OE.58.8.086109,Zu L.
4934,Influence of Near-Surface Currents on the Global Dispersal of Marine Microplastic,10.1029/2019JC015328,Wichmann D.
4935,"Marine plastic pollution: Sources, impacts, and policy issues",10.1093/reep/rez012,Carney Almroth B.
4936,Reducing marine plastic pollution: Policy insights from economics,10.1093/reep/rez007,Abbott J.K.
4937,Wind-Based Estimations of Ocean Surface Currents From Massive Clusters of Drifters in the Gulf of Mexico,10.1029/2018JC014813,Haza A.C.
4938,"Ostreopsis cf. Ovata bloom in currais, Brazil: Phylogeny, toxin profile and contamination of mussels and marine plastic litter",10.3390/toxins11080446,Tibiriçá C.E.J.A.
4939,From plant to waste: The long and diverse impact chain caused by tobacco smoking,10.3390/ijerph16152690,Araújo M.C.B.
4940,"Geochemistry and environmental effects of potentially toxic elements, polycyclic aromatic hydrocarbons and microplastics in coastal sediments of the Persian Gulf",10.1007/s12665-019-8420-z,Abbasi S.
4941,Green synthesis of palladium nanoparticles using Ananas comosus leaf extract for solid-phase photocatalytic degradation of low density polyethylene film,10.1016/j.jece.2019.103270,Olajire A.A.
4942,Microplastic–Contaminant Interactions: Influence of Nonlinearity and Coupled Mass Transfer,10.1002/etc.4447,Seidensticker S.
4943,"Data on microplastics in the digestive tracts of 19 fish species from the Yellow Sea, China",10.1016/j.dib.2019.103989,Zhao Y.
4944,Anthropogenic debris accumulated in nests of seabirds in an uninhabited island in West Africa,10.1016/j.biocon.2019.05.043,Tavares D.C.
4945,"Seasonal variation in the abundance of marine plastic debris in Banderas Bay, Mexico",10.1016/j.marpolbul.2019.06.062,Pelamatti T.
4946,"Occurrence of tire wear particles and other microplastics within the tributaries of the Charleston Harbor Estuary, South Carolina, USA",10.1016/j.marpolbul.2019.06.061,Leads R.
4947,"The effect of tidal fluctuation on the accumulation of plastic debris in the Wonorejo River Estuary, Surabaya, Indonesia",10.1016/j.eti.2019.100420,Kurniawan S.
4948,"Microplastic pollution on the Persian Gulf shoreline: A case study of Bandar Abbas city, Hormozgan Province, Iran",10.1016/j.marpolbul.2019.06.048,Nabizadeh R.
4949,Sorption of sulfamethazine onto different types of microplastics: A combined experimental and molecular dynamics simulation study,10.1016/j.marpolbul.2019.06.063,Guo X.
4950,Distribution and impacts of microplastic incorporation within sea ice,10.1016/j.marpolbul.2019.06.029,Geilfus N.X.
4951,"Marine litter and microplastic pollution on mangrove soils of the Ciénaga Grande de Santa Marta, Colombian Caribbean",10.1016/j.marpolbul.2019.06.058,Garcés-Ordóñez O.
4952,Associations between microplastic pollution and land use in urban wetland sediments,10.1007/s11356-019-04885-w,Townsend K.R.
4953,Sorption of polybrominated diphenyl ethers by microplastics,10.1016/j.marpolbul.2019.05.050,Xu P.
4954,"Marine microplastic-associated bacterial community succession in response to geography, exposure time, and plastic type in China's coastal seawaters",10.1016/j.marpolbul.2019.05.036,Xu X.
4955,Microplastics at the strandlines of Slovenian beaches,10.1016/j.marpolbul.2019.05.054,Korez Š.
4956,Pinniped entanglement in oceanic plastic pollution: A global review,10.1016/j.marpolbul.2019.05.042,Jepsen E.M.
4957,"Marine debris occurrence along Las Salinas beach, Viña Del Mar (Chile): Magnitudes, impacts and management",10.1016/j.ocecoaman.2019.104842,Rangel-Buitrago N.
4958,Widespread microplastics distribution at an Amazon macrotidal sandy beach,10.1016/j.marpolbul.2019.05.049,Martinelli Filho J.
4959,Characterization of microplastics in environment by thermal gravimetric analysis coupled with Fourier transform infrared spectroscopy,10.1016/j.marpolbul.2019.05.037,Yu J.
4960,Microplastic pollution at the intersection of the Aegean and Mediterranean Seas: A study of the Datça Peninsula (Turkey),10.1016/j.marpolbul.2019.05.003,Yabanlı M.
4961,Can the Atlantic ghost crab be a potential biomonitor of microplastic pollution of sandy beaches sediment?,10.1016/j.marpolbul.2019.05.019,Costa L.L.
4962,Piece-by-piece analysis of additives and manufacturing byproducts in plastics ingested by seabirds: Implication for risk of exposure to seabirds,10.1016/j.marpolbul.2019.05.028,Tanaka K.
4963,"The influence of microplastics pollution on the feeding behavior of a prominent sandy beach amphipod, Orchestoidea tuberculata (Nicolet, 1849)",10.1016/j.marpolbul.2019.05.018,Carrasco A.
4964,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",10.1016/j.envpol.2019.05.056,Fan Y.
4965,"Decreased growth and survival in small juvenile fish, after chronic exposure to environmentally relevant concentrations of microplastic",10.1016/j.marpolbul.2019.02.037,Naidoo T.
4966,There is nothing convenient about plastic pollution. Rejoinder to Stafford and Jones “Viewpoint – Ocean plastic pollution: A convenient but distracting truth?”,10.1016/j.marpol.2019.103552,Avery-Gomm S.
4967,Polystyrene microbeads modulate the energy metabolism of the marine diatom Chaetoceros neogracile,10.1016/j.envpol.2019.04.142,Seoane M.
4968,Life in a polluted world: A global review of anthropogenic materials in bird nests,10.1016/j.envpol.2019.05.028,Jagiello Z.
4969,"Microplastic in wild populations of the omnivorous crab Carcinus aestuarii: A review and a regional-scale test of extraction methods, including microfibres",10.1016/j.envpol.2019.04.092,Piarulli S.
4970,Bleaching and necrosis of staghorn coral (Acropora formosa) in laboratory assays: Immediate impact of LDPE microplastics,10.1016/j.chemosphere.2019.04.156,Syakti A.D.
4971,"Ingestion, egestion and post-exposure effects of polystyrene microspheres on marine medaka (Oryzias melastigma)",10.1016/j.chemosphere.2019.04.098,Cong Y.
4972,Study of marine debris around a tourist city in East China: Implication for waste management,10.1016/j.scitotenv.2019.04.335,Chen H.
4973,Cetacean sightings within the Great Pacific Garbage Patch,10.1007/s12526-019-00952-0,Gibbs S.E.
4974,Microplastics biomonitoring in Australian urban wetlands using a common noxious fish (Gambusia holbrooki),10.1016/j.chemosphere.2019.04.114,Su L.
4975,Marine debris pathways across the southern Indian Ocean,10.1016/j.dsr2.2018.06.009,Pearce A.
4976,"Microplastics, an emerging concern: A review of analytical techniques for detecting and quantifying microplastics",10.24200/amecj.v2.i2.57,Wirnkor V.A.
4977,Exposure to microplastics decreases swimming competence in larval zebrafish (Danio rerio),10.1016/j.ecoenv.2019.03.088,Qiang L.
4978,Source and potential risk assessment of suspended atmospheric microplastics in Shanghai,10.1016/j.scitotenv.2019.04.110,Liu K.
4979,Microplastics in the coral reef systems from Xisha Islands of South China Sea,10.1021/acs.est.9b01452,Ding J.
4980,Nanoplastics decrease the toxicity of a complex PAH mixture but impair mitochondrial energy production in developing Zebrafish,10.1021/acs.est.9b02003,Trevisan R.
4981,Transgenerational Proteome Plasticity in Resilience of a Marine Copepod in Response to Environmentally Relevant Concentrations of Microplastics,10.1021/acs.est.9b02525,Zhang C.
4982,Benthic marine litter in shallow fishing grounds in the NW Mediterranean Sea,10.1016/j.wasman.2019.07.004,Galimany E.
4983,Modelling the uptake of suspended materials and salts in nearshore waters by plastics using nuclear microscopy and depth profiling analytical tools,10.1016/j.nimb.2019.05.036,Tuccori N.
4984,Biodynamics of mercury in mussel tissues as a function of exposure pathway: natural vs microplastic routes,10.1016/j.scitotenv.2019.04.175,Rivera-Hernández J.R.
4985,"Distribution characteristics of microplastics in the seawater and sediment: A case study in Jiaozhou Bay, China",10.1016/j.scitotenv.2019.04.008,Zheng Y.
4986,Modelling global river export of microplastics to the marine environment: Sources and future trends,10.1016/j.scitotenv.2019.04.078,van Wijnen J.
4987,"Impacts of marine debris contamination in the mangrove ecosystem of the Ciénaga Grande de Santa Marta, Colombian Caribbean",10.15359/revmar.11-2.8,Ordóñez O.G.
4988,Microplastics in a stormwater pond,10.3390/w11071466,Olesen K.B.
4989,Environmental-friendly food products’ packaging: Women’s purchasing preferences,10.35940/ijrte.B1101.0782S419,Norfaryanti K.
4990,Microplastic in the Food of Small Sandeel Ammodytes tobianus from the Littoral of the Curonian Spit of the Baltic Sea,10.1134/S0032945219040064,Gushchin A.
4991,"Occurrence and distribution of microplastics in the surface water and sediment of two typical estuaries in Bohai Bay, China",10.1039/c9em00148d,Wu N.
4992,Threats Underestimated in Freshwater Plastic Pollution: Mini-Review,10.1007/s11270-019-4220-z,Blettler M.C.M.
4993,Solutions and integrated strategies for the control and mitigation of plastic and microplastic pollution,10.3390/ijerph16132411,Prata J.C.
4994,Estimating the Mass of Chemicals Associated with Ocean Plastic Pollution to Inform Mitigation Efforts,10.1002/ieam.4147,De Frond H.L.
4995,Occurrence and risk assessment of microplastics from various toothpastes,10.1007/s10661-019-7574-1,Ustabasi G.
4996,Microplastic distribution in surface sediments along the Spanish Mediterranean continental shelf,10.1007/s11356-019-05341-5,Filgueiras A.V.
4997,"Occurrence and Species-Specific Distribution of Plastic Debris in Wild Freshwater Fish from the Pearl River Catchment, China",10.1002/etc.4437,Zheng K.
4998,"Ingestion of microplastics by fish and other prey organisms of cetaceans, exemplified for two large baleen whale species",10.1016/j.marpolbul.2019.04.068,Burkhardt-Holm P.
4999,Anthropogenic particles ingestion in fish species from two areas of the western Mediterranean Sea,10.1016/j.marpolbul.2019.04.064,Rios-Fuster B.
5000,"Sorption of Tonalide, Musk Xylene, Galaxolide, and Musk Ketone by microplastics of polyethylene and polyvinyl chloride",10.1016/j.marpolbul.2019.04.046,Dong X.
5001,Input of plastic debris in an urban tropical river system,10.1016/j.marpolbul.2019.04.070,Bauer-Civiello A.
5002,Can the input of biocides and polymeric substances from antifouling paints into the sea be reduced by the use of non-toxic hard coatings?,10.1016/j.marpolbul.2019.04.059,Watermann B.
5003,Assessing the risk of marine litter accumulation in estuarine habitats,10.1016/j.marpolbul.2019.04.060,Mazarrasa I.
5004,Debris ingestion by carnivorous consumers: Does the position in the water column truly matter?,10.1016/j.marpolbul.2019.04.074,Di Beneditto A.
5005,Study on the capability and characteristics of heavy metals enriched on microplastics in marine environment,10.1016/j.marpolbul.2019.04.039,Gao F.
5006,DNA barcoding of Cirripedia larvae reveals new knowledge on their biology in Arctic coastal ecosystems,10.1007/s10750-019-3967-y,Walczyńska K.S.
5007,Novel finishing treatments of polyamide fabrics by electrofluidodynamic process to reduce microplastic release during washings,10.1016/j.polymdegradstab.2019.05.001,De Falco F.
5008,"Biofilm-enhanced adsorption of strong and weak cations onto different microplastic sample types: Use of spectroscopy, microscopy and radiotracer methods",10.1016/j.watres.2019.04.029,Johansen M.P.
5009,Anthropogenic litter cleanups in Iowa riparian areas reveal the importance of near-stream and watershed scale land use,10.1016/j.envpol.2019.04.052,Cowger W.
5010,Ecotoxicity and genotoxicity of polystyrene microplastics on higher plant Vicia faba,10.1016/j.envpol.2019.04.055,Jiang X.
5011,"First record of characterization, concentration and distribution of microplastics in coastal sediments of an urban fjord in south west Norway using a thermal degradation method",10.1016/j.chemosphere.2019.04.096,Gomiero A.
5012,Microplastic contamination and pollutant levels in mussels and cockles collected along the channel coasts,10.1016/j.envpol.2019.04.051,Hermabessiere L.
